"participantnum";"date";"ms_condition";"dv_order";"prous1";"prous2";"prous3";"prous4";"prous5";"antius1";"antius2";"antius3";"antius4";"antius5";"cheerful";"sad";"active";"angryatself";"disgusted";"calm";"guilty";"enthusiastic";"attentive";"afraid";"joyful";"downhearted";"bashful";"tired";"nervous";"sheepish";"sluggish";"amazed";"lonely";"distressed";"daring";"shaky";"sleepy";"blameworthy";"surprised";"happy";"excited";"determined";"strong";"timid";"hostile";"frightened";"scornful";"alone";"proud";"astonished";"relaxed";"alert";"jittery";"interested";"irritable";"upset";"lively";"loathing";"delighted";"angry";"ashamed";"confident";"inspired";"bold";"atease";"energetic";"fearless";"blue";"scared";"concentrating";"disgustedwithself";"shy";"drowsy";"dissatisfiedwithself";"countryofbirth";"race";"americanid";"msincomplete";"expert";"source";"location";"proauth_avg";"antiauth_avg";"pro_minus_anti";"pass_ER1";"pass_ER2";"pass_ER3"
"126";"4/5/2017";"tv";"pro-first";2;2;1;3;3;2;2;1;4;3;NA;NA;"1";NA;NA;NA;"1";"2";"2";"4";NA;NA;NA;NA;"5";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;"2";"2";"1";NA;"1";NA;NA;NA;"1";NA;NA;"4";"4";"4";"4";"4";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";2,33333333333333;2,66666666666667;-0,333333333333333;TRUE;TRUE;FALSE
"127";"4/5/2017";"ms";"pro-first";5;5;4;6;5;3;6;6;6;6;NA;NA;"4";NA;NA;NA;"1";"2";"3";"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"2";"3";"4";NA;"4";NA;NA;NA;"3";NA;NA;"2";"4";"2";"4";"5";NA;NA;NA;NA;"3";NA;"4";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";5;6;-1;TRUE;TRUE;FALSE
"132";"4/9/2017";"ms";"pro-first";4;4;4;6;6;4;4;4;6;6;NA;NA;"5";NA;NA;NA;"1";"5";"5";"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"4";"5";"4";NA;"1";NA;NA;NA;"4";NA;NA;"5";"1";"4";"1";"1";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";5,33333333333333;5,33333333333333;0;TRUE;TRUE;FALSE
"133";"4/10/2017";"tv";"pro-first";6;4;4;2;2;4;4;5;7;7;NA;NA;"3";NA;NA;NA;"1";"2";"5";"1";NA;NA;NA;NA;"4";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;"3";"3";"2";NA;"1";NA;NA;NA;"3";NA;NA;"2";"4";"5";"4";"1";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";2,66666666666667;6,33333333333333;-3,66666666666667;TRUE;TRUE;FALSE
"134";"4/10/2017";"ms";"pro-first";4;5;5;3;7;4;5;4;6;6;NA;NA;"2";NA;NA;NA;"1";"1";"3";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"2";"2";"3";NA;"1";NA;NA;NA;"1";NA;NA;"2";"1";"2";"3";"2";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";5;5,33333333333333;-0,333333333333333;TRUE;TRUE;FALSE
"136";"4/12/2017";"tv";"pro-first";4;2;2;3;4;4;3;4;5;6;NA;NA;"5";NA;NA;NA;"1";"5";"5";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;"3";"5";"5";NA;"1";NA;NA;NA;"5";NA;NA;"1";"1";"5";"2";"1";NA;NA;NA;NA;"1";NA;"5";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";3;5;-2;TRUE;TRUE;FALSE
"137";"4/12/2017";"ms";"pro-first";5;4;4;5;4;5;4;5;4;5;NA;NA;"2";NA;NA;NA;"2";"4";"4";"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";"4";"4";NA;"3";NA;NA;NA;"4";NA;NA;"2";"2";"4";"2";"3";NA;NA;NA;NA;"3";NA;"4";NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";4,33333333333333;4,66666666666667;-0,333333333333334;TRUE;TRUE;FALSE
"138";"4/13/2017";"tv";"pro-first";4;4;4;6;6;3;2;2;2;2;NA;NA;"2";NA;NA;NA;"2";"3";"3";"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"2";"3";"2";NA;"2";NA;NA;NA;"2";NA;NA;"2";"2";"4";"2";"3";NA;NA;NA;NA;"2";NA;"2";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";5,33333333333333;2;3,33333333333333;TRUE;TRUE;FALSE
"139";"4/14/2017";"tv";"pro-first";6;3;3;5;5;5;6;6;3;5;NA;NA;"5";NA;NA;NA;"1";"4";"5";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"3";"4";"3";NA;"1";NA;NA;NA;"2";NA;NA;"4";"1";"4";"3";"1";NA;NA;NA;NA;"1";NA;"3";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";4,33333333333333;4,66666666666667;-0,333333333333334;TRUE;TRUE;FALSE
"141";"4/14/2017";"ms";"pro-first";4;4;2;2;3;4;3;3;3;4;NA;NA;"2";NA;NA;NA;"1";"1";"2";"3";NA;NA;NA;NA;"4";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;"2";"2";"2";NA;"2";NA;NA;NA;"1";NA;NA;"2";"4";"4";"4";"3";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";2,33333333333333;3,33333333333333;-1;TRUE;TRUE;FALSE
"145";"4/17/2017";"tv";"pro-first";4;3;3;4;4;3;3;3;4;4;NA;NA;"3";NA;NA;NA;"1";"2";"3";"1";NA;NA;NA;NA;"4";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"2";"2";"3";NA;"1";NA;NA;NA;"3";NA;NA;"3";"2";"3";"4";"1";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";3,66666666666667;3,66666666666667;0;TRUE;TRUE;FALSE
"146";"4/17/2017";"ms";"pro-first";6;4;5;6;3;3;5;5;5;5;NA;NA;"1";NA;NA;NA;"1";"1";"4";"5";NA;NA;NA;NA;"5";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"2";"2";"3";NA;"1";NA;NA;NA;"1";NA;NA;"4";"5";"2";"3";"4";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";4,66666666666667;5;-0,333333333333333;TRUE;TRUE;FALSE
"148";"4/24/2017";"tv";"pro-first";6;6;5;5;6;5;6;6;5;6;NA;NA;"5";NA;NA;NA;"1";"5";"5";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;"5";"4";"3";NA;"1";NA;NA;NA;"4";NA;NA;"2";"2";"5";"1";"1";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";5,33333333333333;5,66666666666667;-0,333333333333334;TRUE;TRUE;FALSE
"149";"5/1/2017";"ms";"pro-first";5;4;4;6;5;3;6;5;2;6;NA;NA;"3";NA;NA;NA;"1";"2";"4";"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"2";"4";"4";NA;"1";NA;NA;NA;"4";NA;NA;"4";"2";"3";"3";"1";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";5;4,33333333333333;0,666666666666667;TRUE;TRUE;FALSE
"150";"5/1/2017";"tv";"pro-first";3;3;3;7;3;1;1;1;1;1;NA;NA;"5";NA;NA;NA;"1";"5";"3";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"4";"5";"5";NA;"1";NA;NA;NA;"5";NA;NA;"4";"3";"5";"2";"2";NA;NA;NA;NA;"1";NA;"5";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"wpi";"wpi";4,33333333333333;1;3,33333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"pro-first";4;4;4;3;4;3;4;4;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,66666666666667;3,66666666666667;0;TRUE;TRUE;FALSE
NA;NA;"ms";"pro-first";3;3;4;5;5;4;4;4;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";4,66666666666667;3,33333333333333;1,33333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";3;3;3;3;3;3;3;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3;3,33333333333333;-0,333333333333333;TRUE;TRUE;FALSE
NA;NA;"tv";"pro-first";3;3;3;3;3;3;3;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3;3,33333333333333;-0,333333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"pro-first";4;3;3;4;4;1;3;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,66666666666667;1,66666666666667;2;TRUE;TRUE;FALSE
NA;NA;"tv";"pro-first";5;3;3;4;4;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,66666666666667;3;0,666666666666667;TRUE;TRUE;FALSE
NA;NA;"tv";"anti-first";4;3;4;4;4;2;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";4;3;1;TRUE;TRUE;FALSE
NA;NA;"tv";"anti-first";4;3;3;4;4;3;3;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,66666666666667;2,33333333333333;1,33333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";4;2;2;4;4;2;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;1,66666666666667;1,66666666666667;TRUE;TRUE;FALSE
NA;NA;"tv";"anti-first";3;3;3;4;4;2;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,66666666666667;1,66666666666667;2;TRUE;TRUE;FALSE
NA;NA;"tv";"anti-first";3;3;3;4;3;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;2;1,33333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";4;3;4;3;3;1;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;1,66666666666667;1,66666666666667;TRUE;TRUE;FALSE
NA;NA;"ms";"pro-first";3;3;3;4;3;3;3;2;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;2,33333333333333;1;TRUE;TRUE;FALSE
NA;NA;"tv";"anti-first";5;5;5;5;5;1;4;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";5;2,33333333333333;2,66666666666667;TRUE;TRUE;FALSE
NA;NA;"tv";"anti-first";3;3;3;4;3;3;3;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;3,33333333333333;0;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";4;4;4;4;4;2;3;3;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";4;2,33333333333333;1,66666666666667;TRUE;TRUE;FALSE
NA;NA;"ms";"pro-first";5;5;4;5;4;1;3;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";4,33333333333333;1,66666666666667;2,66666666666667;TRUE;TRUE;FALSE
NA;NA;"tv";"pro-first";5;5;5;5;5;1;3;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";5;1,66666666666667;3,33333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";4;4;4;4;4;1;1;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";4;1,66666666666667;2,33333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"pro-first";3;3;3;4;4;2;3;2;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,66666666666667;2,66666666666667;1;TRUE;TRUE;FALSE
NA;NA;"tv";"pro-first";4;4;4;4;4;1;1;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";4;1,33333333333333;2,66666666666667;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";3;2;2;2;2;2;2;2;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";2;2,66666666666667;-0,666666666666667;TRUE;TRUE;FALSE
NA;NA;"tv";"pro-first";4;3;3;3;4;1;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;2;1,33333333333333;TRUE;TRUE;FALSE
NA;NA;"tv";"anti-first";3;3;3;3;3;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3;2;1;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";3;3;3;4;3;3;3;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;3,33333333333333;0;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";5;4;3;4;4;4;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,66666666666667;3;0,666666666666667;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";4;3;3;4;3;3;3;2;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;2,33333333333333;1;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";3;4;2;3;3;2;4;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";2,66666666666667;3;-0,333333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";4;4;1;3;5;5;4;4;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3;4,66666666666667;-1,66666666666667;TRUE;TRUE;FALSE
NA;NA;"tv";"pro-first";5;5;5;5;5;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";5;1;4;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";2;2;2;2;3;2;2;3;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";2,33333333333333;2,66666666666667;-0,333333333333333;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";4;4;3;3;4;3;3;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,33333333333333;4;-0,666666666666667;TRUE;TRUE;FALSE
NA;NA;"tv";"pro-first";3;4;4;3;4;4;3;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";3,66666666666667;4,33333333333333;-0,666666666666667;TRUE;TRUE;FALSE
NA;NA;"ms";"anti-first";4;4;4;4;4;4;3;2;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ufl";"ufl";4;2,66666666666667;1,33333333333333;TRUE;TRUE;FALSE
